dispatch_id,candidate_id,op_kind,device,arch,cfg.mma_attr,cfg.M,cfg.N,cfg.K,cfg.workgroup_tile_sizes,cfg.reduction_tile_sizes,cfg.subgroup_tile_sizes,cfg.wg_x,cfg.wg_y,cfg.wg_z,cfg.subgroup_size,cfg.sg_m_cnt,cfg.sg_n_cnt,cfg.promote_operands,cfg.codegen_pipeline,cfg.pipeline_options_search_space,cfg.allowed_waves_per_eu,cfg.padding,compile_flags,compile_order_in_list,compile_status,benchmark_flags,to_benchmark,benchmark_device_id,benchmark_status,baseline_benchmark_time_ms,benchmark_time_ms,benchmark_optimal_time_ms,benchmark_speedup,benchmark_order_in_list,benchmark_result_order,benchmark_start_order_vs_result,benchmark_optimal_start_order,benchmark_avg_order_diff,benchmark_avg_top10_order_diff,candidate_spec_mlir
compute_gemm_4096_4096_8192_f16_f32_tA,0,contraction,sharkmi300x-4,gfx942,,,,,,,,,,,,,,,,,,,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",0,True,[],True,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/0_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,1,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[32, 64, 0]","[0, 0, 32]","[0, 0, 0]",64,1,1,64,1,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",1,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/1_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,2,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[192, 128, 0]","[0, 0, 64]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",2,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/2_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,3,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",3,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/3_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,4,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",4,True,[],True,hip://0,True,916.17,866.67,519.67,0.94597,7,42,35,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/4_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,5,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",5,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/5_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,6,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",6,True,[],True,hip://0,True,916.17,1116.67,519.67,1.21885,12,73,61,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/6_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,7,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,4,1,64,4,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",7,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/7_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,8,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,4,1,64,4,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",8,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/8_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,9,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,4,1,64,4,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",9,True,[],True,hip://0,True,916.17,1126.67,519.67,1.22976,8,74,66,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/9_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,10,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",10,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/10_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,11,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",11,True,[],True,hip://0,True,916.17,2833.33,519.67,3.0926,27,122,95,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/11_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,12,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",12,True,[],True,hip://0,True,916.17,2766.67,519.67,3.01983,16,121,105,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/12_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,13,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,1,1,64,1,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",13,True,[],True,hip://0,True,916.17,5813.33,519.67,6.34528,28,133,105,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/13_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,14,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",14,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/14_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,15,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,1,1,64,1,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",15,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/15_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,16,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",16,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/16_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,17,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",17,True,[],True,hip://0,True,916.17,1560.0,519.67,1.70275,2,104,102,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/17_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,18,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",18,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/18_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,19,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",19,True,[],True,hip://0,True,916.17,918.0,519.67,1.002,15,50,35,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/19_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,20,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",20,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/20_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,21,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,4,1,64,4,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",21,True,[],True,hip://0,True,916.17,1940.0,519.67,2.11752,21,116,95,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/21_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,22,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,4,1,64,4,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",22,True,[],True,hip://0,True,916.17,879.0,519.67,0.95943,4,47,43,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/22_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,23,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",23,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/23_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,24,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[160, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",24,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/24_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,25,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",25,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/25_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,26,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[160, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",26,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/26_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,27,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,1,1,64,1,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",27,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/27_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,28,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",28,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/28_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,29,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[192, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",29,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/29_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,30,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[192, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",30,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/30_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,31,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",31,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/31_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,32,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[192, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",32,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/32_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,33,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[64, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",33,True,[],True,hip://0,True,916.17,1706.67,519.67,1.86283,9,105,96,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/33_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,34,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[64, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",34,True,[],True,hip://0,True,916.17,1533.33,519.67,1.67364,14,102,88,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/34_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,35,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[64, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",35,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/35_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,36,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",36,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/36_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,37,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[128, 64, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",37,True,[],True,hip://0,True,916.17,2476.67,519.67,2.70329,20,119,99,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/37_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,38,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[64, 32, 0]","[0, 0, 128]","[0, 0, 0]",64,2,1,64,2,1,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",38,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/38_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,39,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x16_F16>,4096,4096,8192,"[64, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",39,False,[],False,,False,,,,,,,,,,,tuning_2025_09_09_14_49/candidates/specs/39_spec.mlir
compute_gemm_4096_4096_8192_f16_f32_tA,40,contraction,sharkmi300x-4,gfx942,#iree_gpu.mma_layout<MFMA_F32_32x32x8_F16>,4096,4096,8192,"[64, 128, 0]","[0, 0, 128]","[0, 0, 0]",128,2,1,64,2,2,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",40,True,[],True,hip://0,True,916.17,1193.33,519.67,1.30253,11,80,69,129,49.38,,tuning_2025_09_09_14_49/candidates/specs/40_spec.mlir
