arch,baseline_benchmark_time_ms,benchmark_device_id,benchmark_flags,benchmark_optimal_start_order,benchmark_optimal_time_ms,benchmark_order_in_list,benchmark_result_order,benchmark_speedup,benchmark_start_order_vs_result,benchmark_status,benchmark_time_ms,candidate_id,compile_flags,compile_order_in_list,compile_status,device,dispatch_id,notes,rocm_version,to_benchmark,tuner_commit
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,220,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",220,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,221,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",221,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,222,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",222,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,223,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",223,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,224,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",224,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,225,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",225,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,226,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",226,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,227,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",227,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,228,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",228,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,88,181,56.34538,93,True,46766.67,229,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",229,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,230,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",230,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,231,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",231,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,232,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",232,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,233,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",233,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,234,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",234,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,235,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",235,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,236,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",236,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,237,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",237,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,238,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",238,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,62,27,0.83976,35,True,697.0,239,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",239,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,240,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",240,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,241,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",241,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,242,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",242,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,243,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",243,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,244,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",244,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,245,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",245,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,246,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",246,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,247,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",247,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,50,14,0.75382,36,True,625.67,248,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",248,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,249,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",249,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,250,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",250,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,57,148,16.70683,91,True,13866.67,251,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",251,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,40,4,0.70201,36,True,582.67,252,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",252,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,253,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",253,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,254,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",254,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,255,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",255,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,256,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",256,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,34,28,0.84016,6,True,697.33,257,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",257,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,258,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",258,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,259,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",259,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,56,17,0.76145,39,True,632.0,260,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",260,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,261,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",261,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,262,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",262,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,263,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",263,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,264,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",264,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,43,30,0.88675,13,True,736.0,265,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",265,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,101,154,20.84337,53,True,17300.0,266,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",266,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,46,61,1.17831,15,True,978.0,267,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",267,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,268,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",268,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,269,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",269,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,36,43,0.98876,7,True,820.67,270,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",270,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,32,108,2.09237,76,True,1736.67,271,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",271,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,272,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",272,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,273,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",273,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,274,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",274,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,275,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",275,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,65,80,1.36145,15,True,1130.0,276,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",276,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,277,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",277,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,278,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",278,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,279,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",279,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,280,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",280,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,281,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",281,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,113,175,38.39357,62,True,31866.67,282,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",282,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,39,34,0.90281,5,True,749.33,283,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",283,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,284,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",284,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,285,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",285,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,286,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",286,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,287,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",287,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,288,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",288,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,54,67,1.2249,13,True,1016.67,289,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",289,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,290,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",290,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,291,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",291,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,292,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",292,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,293,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",293,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,294,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",294,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,71,75,1.3012,4,True,1080.0,295,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",295,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,296,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",296,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,47,83,1.42169,36,True,1180.0,297,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",297,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,298,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",298,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,38,111,2.23695,73,True,1856.67,299,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",299,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,300,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",300,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,301,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",301,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,302,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",302,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,303,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",303,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,59,82,1.36546,23,True,1133.33,304,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",304,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,305,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",305,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,306,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",306,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,307,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",307,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,308,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",308,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,309,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",309,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,82,142,13.33333,60,True,11066.67,310,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",310,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,311,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",311,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,53,38,0.94257,15,True,782.33,312,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",312,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,313,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",313,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,49,39,0.95743,10,True,794.67,314,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",314,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,42,102,1.74297,60,True,1446.67,315,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",315,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,316,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",316,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
