arch,baseline_benchmark_time_ms,benchmark_device_id,benchmark_flags,benchmark_optimal_start_order,benchmark_optimal_time_ms,benchmark_order_in_list,benchmark_result_order,benchmark_speedup,benchmark_start_order_vs_result,benchmark_status,benchmark_time_ms,candidate_id,compile_flags,compile_order_in_list,compile_status,device,dispatch_id,notes,rocm_version,to_benchmark,tuner_commit
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,465,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",465,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,466,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",466,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,467,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",467,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,468,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",468,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,85,46,1.01647,39,True,843.67,469,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",469,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,87,20,0.77229,67,True,641.0,470,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",470,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,471,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",471,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,472,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",472,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,473,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",473,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,474,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",474,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,475,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",475,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,476,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",476,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,477,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",477,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,478,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",478,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,479,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",479,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,480,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",480,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,481,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",481,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,482,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",482,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,483,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",483,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,484,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",484,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,485,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",485,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,486,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",486,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,487,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",487,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,488,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",488,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,489,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",489,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,490,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",490,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,491,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",491,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,492,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",492,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,493,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",493,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,494,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",494,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,495,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",495,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,496,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",496,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,497,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",497,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,498,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",498,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,95,54,1.11606,41,True,926.33,499,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",499,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,96,12,0.73896,84,True,613.33,500,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",500,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,99,65,1.20321,34,True,998.67,501,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",501,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,502,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",502,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,103,18,0.76627,85,True,636.0,503,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",503,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,504,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",504,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,92,40,0.96145,52,True,798.0,505,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",505,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,94,25,0.82892,69,True,688.0,506,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",506,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,90,84,1.4257,6,True,1183.33,507,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",507,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,508,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",508,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,509,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",509,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,510,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",510,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,511,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",511,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,512,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",512,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,513,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",513,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,514,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",514,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,515,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",515,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,516,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",516,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,517,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",517,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,146,166,27.95181,20,True,23200.0,518,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",518,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,519,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",519,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,123,136,7.70281,13,True,6393.33,520,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",520,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,521,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",521,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,522,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",522,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,523,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",523,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,524,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",524,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,525,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",525,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,526,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",526,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,527,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",527,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,528,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",528,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,529,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",529,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,530,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",530,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,531,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",531,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,532,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",532,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,533,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",533,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,534,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",534,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,535,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",535,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,536,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",536,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,537,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",537,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,538,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",538,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,539,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",539,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,540,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",540,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,541,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",541,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,542,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",542,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,543,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",543,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,544,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",544,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,545,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",545,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,116,56,1.12008,60,True,929.67,546,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",546,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,547,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",547,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,548,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",548,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,549,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",549,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,550,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",550,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,109,86,1.44578,23,True,1200.0,551,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",551,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,552,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",552,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,553,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",553,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,554,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",554,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,555,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",555,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,556,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",556,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,557,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",557,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,558,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",558,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,102,94,1.5743,8,True,1306.67,559,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",559,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,830.0,hip://0,"['--input=1', '--benchmark_repetitions=3']",129,521.33,104,36,0.92129,68,True,764.67,560,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",560,True,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,True,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,561,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",561,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,562,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",562,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
gfx942,,,"['--input=1', '--benchmark_repetitions=3']",,,,,,,False,,563,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",563,False,sharkmi300x-4::['hip://0'],compute_gemm_4096_4096_8192_f16_f32_tA,,,False,
