arch,candidate_id,cfg,cfg.K,cfg.M,cfg.N,cfg.allowed_waves_per_eu,cfg.codegen_pipeline,cfg.mma_attr,cfg.padding,cfg.pipeline_options_search_space,cfg.promote_operands,cfg.reduction_tile_sizes,cfg.sg_m_cnt,cfg.sg_n_cnt,cfg.subgroup_size,cfg.subgroup_tile_sizes,cfg.wg_x,cfg.wg_y,cfg.wg_z,cfg.workgroup_tile_sizes,device,dispatch_id,notes,op_kind,rocm_version,tuner_commit
"('gfx942',)",516,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[448, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",517,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[512, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",518,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[512, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",519,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[192, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",520,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[256, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",521,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[320, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",522,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[384, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",523,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",4,2,64,"[0, 0, 0]",128,4,1,"[448, 512, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",524,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",2,2,64,"[0, 0, 0]",128,2,1,"[448, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",525,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",2,2,64,"[0, 0, 0]",128,2,1,"[480, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",526,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[496, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",527,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[480, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",528,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[496, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",529,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[240, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",530,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[224, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",531,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[208, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",532,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[192, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",533,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[272, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",534,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[288, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",535,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[304, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",536,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[320, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",537,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[336, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",538,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[352, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",539,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[368, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",540,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[384, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",541,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[400, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",542,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[416, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",543,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[432, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",544,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[448, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",545,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[464, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",546,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[256, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",547,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[272, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",548,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[272, 256, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",549,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[272, 128, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",550,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[272, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",551,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[256, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",552,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[240, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",553,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[224, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",554,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[208, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",555,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[192, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",556,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[176, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",557,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[160, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",558,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[144, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",559,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[128, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",560,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x16_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[128, 64, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",561,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[128, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",562,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[144, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",563,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[160, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",564,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[176, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",565,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[192, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",566,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[208, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",567,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[224, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",568,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[240, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
"('gfx942',)",569,,8192,4096,4096,[2],LLVMGPUVectorDistribute,#iree_gpu.mma_layout<MFMA_F32_16x16x32_F16>,,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])","[0, 1]","[0, 0, 32]",1,2,64,"[0, 0, 0]",128,1,1,"[256, 32, 0]",sharkmi300x-4::['hip://0'],"('compute_gemm_4096_4096_8192_f16_f32_tA',)","('',)",contraction,"('',)","('',)"
