dispatch_id,candidate_id,op_kind,device,arch,cfg.M,cfg.N,cfg.K,cfg.subgroup_size,cfg.intrinsic_mn,cfg.intrinsic_k,cfg.lhs_type_bitwidth,cfg.rhs_type_bitwidth,cfg.subgroup_tile_m,cfg.subgroup_tile_n,cfg.subgroup_tile_k,cfg.promote_operands,cfg.codegen_pipeline,cfg.pipeline_options_search_space,cfg.allowed_waves_per_eu,cfg.padding,cfg.mma_attr,cfg.m,cfg.n,cfg.k,cfg.wg_x,cfg.wg_y,cfg.wg_z,cfg.sg_m_cnt,cfg.sg_n_cnt,compile_flags,compile_order_in_list,compile_status,benchmark_flags,to_benchmark,benchmark_device_id,benchmark_status,baseline_benchmark_time_ms,benchmark_time_ms,benchmark_optimal_time_ms,benchmark_speedup,benchmark_order_in_list,benchmark_result_order,benchmark_start_order_vs_result,benchmark_optimal_start_order,benchmark_avg_order_diff,benchmark_avg_top10_order_diff,candidate_spec_mlir,cfg.WG,cfg.num_subgroups,cfg.quantization_inefficiency,cfg.lhs_tile_size,cfg.rhs_tile_size,cfg.flat_wg_size,cfg.lds_utilization,norm_speedup,cfg.mma_attr_map,m_pow2,n_pow2,k_pow2,num_subgroups_mult4,mnk_cube,p_ai,t_ai,intrinsic_ai,mn_ratio,closeness_to_cube_volume
unet_gemm_4096_640_2560_f32_f32_tB,1,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,128,64,16,128.0,2.0,1.0,2.0,2.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",1,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://5,True,281.83,257.67,186.0,0.91425,6.0,81.0,75.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/1_spec.mlir,320.0,4,0.4736842105263158,2048.0,1024.0,256.0,0.09375,0.0022718351156566377,4,1,1,1,1,False,455.1111111111111,11.636363636363637,2.6666666666666665,0.5,1579.0
unet_gemm_4096_640_2560_f32_f32_tB,2,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,64,16,32,64.0,4.0,1.0,4.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",2,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://2,True,281.67,188.33,186.0,0.66864,1.0,3.0,2.0,296.0,100.28,154.1,tuning_2025_09_30_15_55/candidates/specs/2_spec.mlir,2560.0,4,0.06432748538011701,2048.0,512.0,256.0,0.078125,0.00014520418816053795,4,1,1,1,1,False,455.1111111111111,9.142857142857142,2.6666666666666665,0.25,0.0
unet_gemm_4096_640_2560_f32_f32_tB,3,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,16,320,32,64.0,1.0,1.0,1.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",3,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://7,True,281.17,726.67,186.0,2.58447,70.0,310.0,240.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/3_spec.mlir,512.0,1,0.1578947368421053,512.0,10240.0,64.0,0.328125,0.016733548839538138,4,1,0,1,0,False,455.1111111111111,10.32258064516129,2.6666666666666665,0.05,2535.0
unet_gemm_4096_640_2560_f32_f32_tB,4,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,128,80,32,64.0,1.0,1.0,1.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",4,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://2,True,281.67,512.67,186.0,1.82012,73.0,256.0,183.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/4_spec.mlir,256.0,1,0.1578947368421053,4096.0,2560.0,64.0,0.203125,0.010115372261094085,4,1,0,1,0,False,455.1111111111111,19.393939393939394,2.6666666666666665,0.625,829.0
unet_gemm_4096_640_2560_f32_f32_tB,5,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,128,320,16,256.0,2.0,1.0,2.0,4.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",5,False,"['--input=1', '--benchmark_repetitions=3']",False,,False,,,,,,,,,,,tuning_2025_09_30_15_55/candidates/specs/5_spec.mlir,64.0,8,0.7894736842105263,2048.0,5120.0,512.0,0.21875,1.0,4,1,0,1,1,False,455.1111111111111,13.617021276595745,2.6666666666666665,0.4,3143.0
unet_gemm_4096_640_2560_f32_f32_tB,6,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,128,16,64,64.0,1.0,1.0,1.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",6,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://5,True,281.83,672.0,186.0,2.38439,55.0,307.0,252.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/6_spec.mlir,1280.0,1,0.1578947368421053,8192.0,1024.0,64.0,0.28125,0.015001142520685403,4,1,1,1,0,False,455.1111111111111,11.636363636363637,2.6666666666666665,0.125,1579.0
unet_gemm_4096_640_2560_f32_f32_tB,7,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,64,320,32,64.0,4.0,1.0,4.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",7,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://2,True,281.67,402.33,186.0,1.4284,58.0,208.0,150.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/7_spec.mlir,128.0,4,0.5789473684210527,2048.0,10240.0,256.0,0.375,0.006723637938718073,4,1,0,1,1,False,455.1111111111111,20.0,2.6666666666666665,0.2,3143.0
unet_gemm_4096_640_2560_f32_f32_tB,8,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,128,80,16,64.0,2.0,1.0,2.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",8,False,"['--input=1', '--benchmark_repetitions=3']",False,,False,,,,,,,,,,,tuning_2025_09_30_15_55/candidates/specs/8_spec.mlir,256.0,2,0.1578947368421053,2048.0,1280.0,128.0,0.1015625,1.0,4,1,0,1,0,False,455.1111111111111,12.075471698113208,2.6666666666666665,0.625,2535.0
unet_gemm_4096_640_2560_f32_f32_tB,9,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,64,128,64,128.0,1.0,1.0,1.0,2.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",9,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://7,True,281.17,458.0,186.0,1.62893,53.0,237.0,184.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/9_spec.mlir,320.0,2,0.4736842105263158,4096.0,8192.0,128.0,0.375,0.008459940613245957,4,1,1,1,0,False,455.1111111111111,25.6,2.6666666666666665,0.5,7153.0
unet_gemm_4096_640_2560_f32_f32_tB,10,contraction,sharkmi300x-4,gfx942,4096.0,640.0,2560.0,64.0,16.0,4.0,32.0,32.0,0.0,0.0,0.0,"[0, 1]",LLVMGPUVectorDistribute,"PipelineOptionsSearchSpace(prefetch_shared_memory=[True], no_reduce_shared_memory_bank_conflicts=[None], use_igemm_convolution=[None])",[2],,#iree_gpu.mma_layout<MFMA_F32_16x16x4_F32>,512,64,16,64.0,2.0,1.0,2.0,1.0,"['--iree-hal-target-device=hip', '--iree-hip-target=gfx942', '--compile-from=executable-sources']",10,True,"['--input=1', '--benchmark_repetitions=3']",True,hip://7,True,281.17,1516.67,186.0,5.39419,107.0,336.0,229.0,296.0,100.28,,tuning_2025_09_30_15_55/candidates/specs/10_spec.mlir,80.0,2,0.736842105263158,8192.0,1024.0,128.0,0.28125,0.04106170098971256,4,1,1,1,0,False,455.1111111111111,12.487804878048781,2.6666666666666665,0.125,7153.0
